id,title,release_date,poster_path,overview,vote_average,original_title,original_language,backdrop_path,popularity,homepage,revenue,runtime,budget,youtube_key
216015,Fifty Shades of Grey,2015-02-11,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",5.9,Fifty Shades of Grey,en,/gnxQpCncPcL8BgjabLQMrBh4Lmj.jpg,196.83,https://www.facebook.com/fiftyshadesofgreymovie,571006128,125,40000000,hGvD1CubwNY
613504,After We Collided,2020-09-02,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,7.2,After We Collided,en,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,219.954,,42000000,105,0,2SvwX3ux_-8
848123,Black Site,2022-05-05,/ipn8khVVC4eToWiGf89WF9J5PJn.jpg,"A group of officers based in a labyrinthine top-secret prison must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far reaching and dire consequences.",6.9,Black Site,fr,/6FbWhRR5B7OWVgzXuTkIFiaI2N3.jpg,199.771,,0,99,0,aATJpu37U6g
809,Shrek 2,2004-05-19,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",7.2,Shrek 2,en,/22Dl9G8tNpjEY60SfmGsLbilYaf.jpg,225.484,http://www.shrek2.com/,928760770,93,150000000,pecnfG2qpM4
476669,The King's Man,2021-12-22,/nj5HmHRZsrYQEYYXyAusFv35erP.jpg,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",6.8,The King's Man,en,/4OTYefcAlaShn6TGVK33UxLW9R7.jpg,200.973,https://www.20thcenturystudios.com/movies/the-kings-man,125928656,131,100000000,gWiqN7XHKNI
1041898,Pamasahe,2022-12-09,/6spqXV5kgNkZBIwjuZkxIx8flfQ.jpg,"A penniless mother, with her infant child, takes on a journey by land and sea to find her husband in Manila. But this trip won't be free for she has to use her body to get to her destination.",0,Pamasahe,tl,/2xbuun5NQ1exyvDhxJyXPX2GBsw.jpg,298.189,https://web.vivamax.net/movie/T98719#,0,0,0,
198663,The Maze Runner,2014-09-10,/ode14q7WtDugFDp78fo9lCsmay9.jpg,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",7.2,The Maze Runner,en,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,206.736,https://www.20thcenturystudios.com/movies/the-maze-runner,348319861,113,34000000,3b946aGm0zs
554596,No Manches Frida 2,2019-03-15,/rG7rDoTe1ZEa936eonDCkV76nkx.jpg,Ex-con Zequi and company come back for a new adventure.,8,No Manches Frida 2,es,/1TPzecXAb5uCqmscA6WaQqKMmvV.jpg,201.23,,0,102,0,Sxh1Sq1z6Cc
894205,Werewolf by Night,2022-09-25,/jmv7EbqBuEk4V1U7OoSBaxkwawO.jpg,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",7.1,Werewolf by Night,en,/pfAZP7JvTTxqgq7n6A1OYgkAdEW.jpg,208.642,https://www.disneyplus.com/movies/werewolf-by-night/J1sCDfT3MaDl,0,55,0,X897nj9uZq0
639721,The Addams Family 2,2021-10-01,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,7.1,The Addams Family 2,en,/9e6wp707XMouPG939o2fHunXXJR.jpg,194.354,https://mgm.com/movies/the-addams-family-2,119815153,93,0,946LiJiMQrQ
764835,The Desperate Hour,2021-09-12,/u6Pg9eTklhg6Aa7kXaxrfdE1Chi.jpg,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,6.1,The Desperate Hour,en,/qp8qKiP7Q7zK4z3LItwWMHfV9kJ.jpg,184.671,,0,84,0,pDBZ3KGrQBs
975714,Collision,2022-06-16,/4zsihgkxMZ7MrflNCjkD3ySFJtc.jpg,"Over the course of one fateful day, a corrupt businessman and his socialite wife race to save their daughter from a notorious crime lord.",6,Collision,en,/qBu6blwnOA75Hz61QHrNe8unUNw.jpg,186.46,https://www.netflix.com/title/81393697,0,99,0,UmDxTrJa3XA
722800,The Drover's Wife: The Legend of Molly Johnson,2022-05-05,/uvPHL0ADhbYGFBVpAaWiV0wOrOJ.jpg,"In 1893, heavily pregnant Molly Johnson and her children struggle in isolation to survive the harsh Australian landscape after her husband left to go droving sheep in the high country. One day, she finds a shackled Aboriginal fugitive named Yakada wounded on her property. As an unlikely bond begins to form between them he reveals secrets about her true identity. Realizing Molly’s husband is actually missing, new town lawman Nate Clintoff starts being suspicious and sends his constable to investigate.",5.2,The Drover's Wife: The Legend of Molly Johnson,en,/qfe9gsYS1jaZK2wkD1T01SZN2Gp.jpg,193.852,http://www.samuelgoldwynfilms.com/the-drovers-wife/,0,109,0,Ph34_UEOH5Q
527774,Raya and the Last Dragon,2021-03-03,/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",8,Raya and the Last Dragon,en,/rcUcYzGGicDvhDs58uM44tJKB9F.jpg,184.212,https://movies.disney.com/raya-and-the-last-dragon,130000000,107,100000000,3UFWsEY8Hdc
821420,Catch the Fair One,2022-02-11,/35QvPu5nOGlzDIGOdvtRNNkfjLZ.jpg,A Native American boxer embarks on the fight of her life when she goes in search of her missing sister.,6.5,Catch the Fair One,en,/noCgyITVoRxC3huC9zSOQq23sVr.jpg,175.23,https://www.catchthefairone.movie/,0,85,0,lITIDvp1_o8
38757,Tangled,2010-11-24,/ym7Kst6a4uodryxqbGOxmewF235.jpg,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",7.6,Tangled,en,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,191.339,http://disney.go.com/disneypictures/tangled/,592461732,100,260000000,qbuL5yQa51w
755812,"Miraculous World: New York, United HeroeZ",2020-09-25,/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg,"During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",8.2,"Miraculous World : New York, les héros unis",fr,/adlZgxAudw3ZPA0HUcDzSTKrH8B.jpg,188.829,https://www.disneyplus.com/movies/miraculous-world-new-york-united-heroez/6qITTDc66tyO,0,55,0,K41a_JkCM1U
588228,The Tomorrow War,2021-07-02,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",7.9,The Tomorrow War,en,/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg,221.233,https://www.amazon.com/dp/B093CQZ2SM,0,138,200000000,6nqKBKw7bDA
993736,Hora de Brilhar,2022-07-29,/r2pBQidMHRu4xP6Jafd8PBDqy05.jpg,,0,Hora de Brilhar,pt,/kgCQnxTtVf6z5lSZKBbfWF5wAXb.jpg,177.727,,0,0,0,
1012801,Barbie: Mermaid Power,2022-10-14,/8qb8cLDBAWdahrtixN2mQdI6e52.jpg,"Join Barbie “Brooklyn” Roberts, Barbie “Malibu” Roberts, and her sisters Skipper, Stacie, and Chelsea on an underwater adventure as they transform into mermaids to help save the world of Pacifica! In Barbie Mermaid Power™, Barbie and Barbie are summoned by Isla (from Dolphin Magic) to compete to be the underwater Power Keeper in a series of challenges designed to find their inner powers. Through these competitions, they discover whether they are mermaids of Earth, Air, Water, or Fire, all while making new animal and mermaid friends. In this fish-tale of friendship, adventure, and bravery, Barbie, Barbie, and family experience first-hand what it’s like to balance the worlds above and below the sea and learn a lesson in finding their inner powers along the way.",7.4,Barbie: Mermaid Power,en,/6hn3bV5mrXBhnU30caILB14xRfh.jpg,165.432,,0,64,0,
769636,Code Name: Emperor,2022-03-18,/8VjVLMiPm598Kg6XmKk5m1fz0p7.jpg,"Juan, a secret service agent, approaches Wendy, a young Filipina who works as a maid for a suspicious couple.",5.9,Código Emperador,es,/1U5zz2Jvt2L7hXHf1ZN1n74Zx8j.jpg,196.615,https://www.vacafilms.com/en/codigo-emperador-2,0,105,0,
812025,The Silent Twins,2022-09-16,/wjO3QS3mD2t8F5u5nIbzQ1ov8dN.jpg,"Feeling isolated from that unwelcoming community, June and Jennifer Gibbons turn inward and reject communication with everyone but each other, retreating into their own fantasy world of artistic inspiration and adolescent desires.",7.3,The Silent Twins,en,/7wljWldCCNOjnyR1BAerzWoAEUn.jpg,196.286,https://www.focusfeatures.com/the-silent-twins,0,113,0,1MlYjH07DUA
960258,Shark Bait,2022-05-13,/bVUgMgVozyFScDM3quP412kXrT.jpg,"A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",6,Shark Bait,en,/dvHKdXijoN1OEzGcPhd0eRvkfMd.jpg,177.806,,0,87,0,3U09a_Gyv6w
911129,No Limit,2022-09-09,/fUdeneiMUQkE1Yb3Qx7dML0HVf.jpg,Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.,6.2,Sous emprise,fr,/lP61RjFsniAfkdbbxjAHHlEqhLk.jpg,188.768,https://www.netflix.com/title/81513875,0,119,10503445,
425,Ice Age,2002-03-10,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",7.3,Ice Age,en,/a9ykRAWtQnI3SsZDfh8sCJo5cWI.jpg,198.535,http://www.iceagemovies.com/films/ice-age,383257136,81,59000000,FpFUufgXdpc
942999,Mamá no enRedes,2022-07-01,/xdNbqKd6F2Tj7WPgZbg11D6rjmO.jpg,"Clara, a mother of two teenagers, is a woman open to new experiences who decides to create a profile on TILINK, a dating app. What goes through the mind of a twenty-something when she finds her own mother's profile on Tilink, the trendy dating app? Yes, his mother is still young. Yes, she's divorced from her father and has the right to rebuild her life, but.... Doesn't she know what Tilink is? There are only guys who are going to use her and then dump her, sex snipers... like himself. Dani and his sister Milena will embark on the delirious adventure of boycotting their mother's flirtations, and will go all out when the woman starts a more serious relationship with an Argentine yogurt man, convinced that he will only make her suffer. Only that the brothers' strategies will have the opposite effect to the desired one, there will be more and more men in their mother's life and nothing will turn out as they expect.",6,Mamá no enRedes,es,/85e7ajn6NcTbe6M2HwkSbfL38v0.jpg,281.869,,0,112,0,uAdOi1DaUTw
589754,The Last Warrior: Root of Evil,2021-01-01,/eixUfuwOxwFxsyGBavdAo1AnTPh.jpg,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",7,Последний богатырь: Корень зла,ru,/dIibeeq4QMay5bTJ2vjr72IFFRo.jpg,193.433,,27658331,120,8400000,qwt_aDkW5RE
772,Home Alone 2: Lost in New York,1992-11-19,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",6.7,Home Alone 2: Lost in New York,en,/gxwYr2jtBzMvp85lbCr9ooJMFPc.jpg,187.147,,358994850,120,18000000,F4D9R7JlP7I
931925,El gerente,2022-10-20,/cDZRy7uNFZFlTWPgoA9q1TBDdHI.jpg,"Álvaro is a marketing manager, divorced with a son who he can barely talk to, living a mediocre life and doing a mediocre job, until his bosses tell him he needs to improve his marketing campaigns for the next 2018's World Cup. He'll soon launch a plan with Argentina's National Football Team and the upcoming qualifiers that may become a lot more risky that he planned.",8.2,El gerente,es,/c50IOgYiPH0HSJMiVYjniOyY09U.jpg,172.678,,0,104,0,
550988,Free Guy,2021-08-11,/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,7.6,Free Guy,en,/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,184.795,https://www.20thcenturystudios.com/movies/free-guy,331096766,115,110000000,Wzv4JknkC4E
877183,The Simpsons in Plusaversary,2021-11-12,/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",6.5,The Simpsons in Plusaversary,en,/1zgob2Z8xVE3RZUgOKnHKcVPzOE.jpg,194.488,https://www.disneyplus.com/movies/the-simpsons-in-plusaversary/5SbHJwYWYey8,0,4,0,
259693,The Conjuring 2,2016-06-08,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,7.3,The Conjuring 2,en,/4mfFtlGeInPrQVm1hpv7th02yjx.jpg,188.485,http://www.warnerbros.com/conjuring-2,320392818,134,40000000,VFsmuRPClr4
1023086,Devil's Workshop,2022-09-30,/fJQr6E6tUwihQuQgTSDUkKsrVZA.jpg,"Desperate for a role as a demonologist, struggling actor Clayton contacts Eliza, an expert in devil lore, to help him prepare. As he spends the weekend at her home, Eliza forces Clayton to confront his troubling past, perform dark rituals, and sacrifice a goat. Does she want to help Clayton, seduce him—or destroy him?",6.1,Devil's Workshop,en,/3f2xX0r2x0RbMR2spoqkdUIhuuj.jpg,179.419,https://www.lionsgate.com/movies/devils-workshop,0,86,0,ER69QmWbnKU
3933,Corpse Bride,2005-09-12,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",7.5,Corpse Bride,en,/65BCy7SKF2evT9aEPqTgXl9OVLL.jpg,183.085,http://corpsebridemovie.warnerbros.com/,118133252,77,40000000,Jq8EXyd-2Io
936960,Christmas with You,2022-11-17,/26RZloFHUyc0GTsybmnUPpSCPHb.jpg,"Feeling career burnout, pop star Angelina escapes to grant a young fan's wish in small-town New York, where she not only finds the inspiration to revitalize her career but also a shot at true love.",5.7,Christmas with You,en,/1ZnbzMbxgSqKuCh9aOQCvv1mAyN.jpg,194.33,https://www.netflix.com/title/81304917,0,91,0,BYti8tb3rmI
24021,The Twilight Saga: Eclipse,2010-06-23,/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",6.2,The Twilight Saga: Eclipse,en,/r4OqScx7hVXsG1obaJjJKJNaxHT.jpg,198.796,http://eclipsethemovie.com,698491347,124,68000000,hZxJzhIPTTg
482373,Don't Breathe 2,2021-08-12,/r7HEBkkRN93d3eFBZgPJfRaob5p.jpg,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",7.3,Don't Breathe 2,en,/zHeJ1H3PiOFxmWgEBsp2jA3qetK.jpg,171.878,https://www.dontbreathemovie.com/,53785551,98,10000000,RTqfWfHdY-w
646385,Scream,2022-01-12,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",6.7,Scream,en,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,185.446,http://screammovie.com,140041405,114,24000000,EHehbEqBPzM
497698,Black Widow,2021-07-07,/ytnhzdwtj0YfC5NVWrrPRGSGZb7.jpg,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",7.4,Black Widow,en,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,176.464,https://www.marvel.com/movies/black-widow,379751655,134,200000000,6SGUlutHc1w
400160,The SpongeBob Movie: Sponge on the Run,2020-08-14,/jlJ8nDhMhCYJuzOw3f52CP1W8MW.jpg,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",7.6,The SpongeBob Movie: Sponge on the Run,en,/wu1uilmhM4TdluKi2ytfz8gidHf.jpg,176.472,https://www.spongebobmovie.com/,4700000,95,60000000,s4TAfaddV4w
830784,"Lyle, Lyle, Crocodile",2022-10-07,/dN6XnCEP3AO7N4XFOFyZ8V8kZF5.jpg,"When the Primm family moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle — a singing crocodile who loves baths, caviar and great music — living in the attic of his new home. But when Lyle’s existence is threatened by evil neighbor Mr. Grumps, the Primms must band together to show the world that family can come from the most unexpected places.",7.3,"Lyle, Lyle, Crocodile",en,/c1bz69r0v065TGFA5nqBiKzPDys.jpg,192.769,https://www.lylelylecrocodile.movie/,64000000,106,50000000,fw8FA2ibTvk
632357,The Unholy,2021-03-31,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,"Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",6.7,The Unholy,en,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,190.185,https://www.sonypictures.com/movies/theunholy,30833138,99,10000000,OpJu2y02BR8
330457,Frozen II,2019-11-20,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",7.3,Frozen II,en,/AoSZyb37ljMAxw0RdeQEBHKtgcc.jpg,173.782,https://movies.disney.com/frozen-2,1450026933,103,150000000,WdozcEarog4
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",6.5,Pirates of the Caribbean: On Stranger Tides,en,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,178.145,https://movies.disney.com/pirates-of-the-caribbean-on-stranger-tides,1045713802,137,380000000,Ax6md6HoZ2o
772071,Cuando Sea Joven,2022-09-14,/aL9L8CSYn9Oc76qJMKWasxZDw5k.jpg,"70-year-old Malena gets a second chance at life when she magically turns into her 22-year-old self. Now, posing as ""Maria"" to hide her true identity, she becomes the lead singer of her grandson's band and tries to recover her dream of singing, which she had to give up at some point.",8,Cuando Sea Joven,es,/ejniJnlOdtSgtbh8D7u2RxT6Uli.jpg,267.264,https://videocine.com.mx/peliculas/cuando-sea-joven/,0,115,0,4EXETqcw-k8
877269,Strange World,2022-11-23,/szpzEL2rjXQLzaoZqH1EnBQWtZE.jpg,"A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",0,Strange World,en,/fBshLiEJcjdfrU3qQBIINcePSsm.jpg,200.671,https://movies.disney.com/strange-world,0,102,0,pONB_T0-6QQ
293660,Deadpool,2016-02-09,/zq8Cl3PNIDGU3iWNRoc5nEZ6pCe.jpg,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",7.6,Deadpool,en,/n28I7FNYIT934OoHhKZn4IIDsrQ.jpg,186.724,https://www.20thcenturystudios.com/movies/deadpool,783100000,108,58000000,D1nh0uJPfNs
696806,The Adam Project,2022-03-11,/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",7.1,The Adam Project,en,/ewUqXnwiRLhgmGhuksOdLgh49Ch.jpg,174.173,https://www.netflix.com/title/81309354,0,106,116000000,S2M-GZ9gorU
804413,The Munsters,2022-09-27,/kJaEVFhDouD72GKANMkYqzQky9n.jpg,"Lily is a typical 150-year-old lovelorn vampire who's looking for the man of her nightmares -- until she lays her eyes on Herman, a 7-foot-tall green experiment with a heart of gold. It's love at first shock as these two ghouls fall fangs over feet for each other in a Transylvanian romance. Unfortunately, it's not all smooth sailing in the cemetery as Lily's father has other plans for his beloved daughter's future, and they don't involve her new bumbling beau.",6.1,The Munsters,en,/hTR85UGsCY0LmSZrUx9RC0eD5WJ.jpg,170.555,,0,110,0,mRE0PUvgsKo
287003,Avatar: Scene Deconstruction,2009-12-18,/uCreCQFReeF0RiIXkQypRYHwikx.jpg,The deconstruction of the Avatar scenes and sets,8.3,Avatar: Scene Deconstruction,en,,192.918,,0,0,0,
379686,Space Jam: A New Legacy,2021-07-08,/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",6.9,Space Jam: A New Legacy,en,/8s4h9friP6Ci3adRGahHARVd76E.jpg,177.183,https://www.spacejam.com,162892228,115,161900000,OUUO2VbrVkA
773975,End of the Road,2022-09-09,/2mxnDbKCoR1M9e5szzc6Ku3Nfmv.jpg,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,6.4,End of the Road,en,/5luJmy21N3bYCkjzRHsoZfvLtPP.jpg,160.439,https://www.netflix.com/title/81232463,0,89,0,202KkD12AuI
8966,Twilight,2008-11-20,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",6.3,Twilight,en,/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,194.276,,393616788,122,37000000,uxjNDE2fMjI
247136,The Temptation of Kimono,2009-03-27,/2oVfD5rUV2EElbQ11ds2Vf5nRaZ.jpg,"Mikage will get married to Youiti next year, she agrees to live with Youiti's parents. One day, Youiti's father disrobed Mikage's Kimono and raped her. To her astonishment, her fiancé Youiti whom Mikage considers true love has an affair with his young stepmother. Shocked and devastated, what will Mikage do?",3.5,Ｍ家の新妻　変態洗礼,ja,/3rCuqnCQP7tZJ1rqqzSwxCzcW0w.jpg,262.352,,0,85,0,
425909,Ghostbusters: Afterlife,2021-11-11,/xCTn3IA729UuyvB4rY65fiOOzUv.jpg,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",7.6,Ghostbusters: Afterlife,en,/zplzc6jxO3SK7Pa4yxVoRY5VflT.jpg,174.672,https://ghostbusters.com/,191000000,124,75000000,XfK6yFvbK4A
864370,Incantation,2022-03-18,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",6.9,咒,zh,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,173.011,,5700000,111,0,HnyNZdcL_GY
11932,Bride of Chucky,1998-10-16,/mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",6,Bride of Chucky,en,/9gDzYmuy4Gait4GgeGiKdh68XvF.jpg,171.881,,50671850,89,25000000,gtDElSGxU8s
703771,Deathstroke: Knights & Dragons - The Movie,2020-08-04,/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,6.9,Deathstroke: Knights & Dragons - The Movie,en,/hdXQxlD4mep7qtC5TsvhIt840OV.jpg,178.732,,0,87,0,MsdVLe2xi9g
4247,Scary Movie,2000-07-07,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",6.3,Scary Movie,en,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,175.621,,278019771,88,19000000,HTLPULt0eJ4
39254,Real Steel,2011-09-28,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",6.9,Real Steel,en,/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,170.02,,299268508,127,110000000,
